neighborhood,current_price,baseline_cagr,recovery_cagr,peak_price_2022,distance_from_peak,median_nightly_rate,median_monthly_str_income,median_bedrooms,occupancy_rate,listing_count,monthly_mortgage,monthly_property_tax,monthly_insurance,monthly_maintenance,monthly_base_costs,str_utilities,str_cleaning,str_supplies,str_platform_fees,str_additional_costs,str_total_costs,str_monthly_cash_flow,str_annual_cash_flow,str_cash_on_cash_return,estimated_ltr_rent,ltr_effective_rent,ltr_monthly_cash_flow,ltr_annual_cash_flow,ltr_cash_on_cash_return,str_total_invested,str_cumulative_cash_flow,str_appreciation_gain,str_principal_paydown,str_total_return,str_roi_pct,str_annualized_roi,ltr_total_invested,ltr_cumulative_cash_flow,ltr_appreciation_gain,ltr_principal_paydown,ltr_total_return,ltr_roi_pct,ltr_annualized_roi,metro,metro_display,state,has_str_data
Rustic Oaks,313989.74851379194,4.84051835969499,-2.0435866321557805,341192.99870561383,-7.9729801886389895,0.0,0.0,0.0,0.0,0,1671.1853051752782,627.9794970275839,130.82906188074665,261.6581237614933,2691.651987845102,200,300,75,0.0,575.0,3266.651987845102,-3266.651987845102,-39199.82385414123,-62.42213963940829,2040.9333653396475,1877.6586961124758,-813.9932917326264,-9767.919500791517,-15.55451976860076,(72217.64215817215+0j),(-195999.11927070614+0j),(58931.57590954483+0j),(14740.964997821633+0j),(-122326.57836333968+0j),(-169.38600417806248+0j),(-24.80100782451078+54.63526587863529j),72217.64215817215,-52906.202756401035,58931.57590954483,14740.964997821633,20766.33815096543,28.755214834462034,5.184795169549483,dallas,"Dallas Metro, TX",TX,True
Amesbury Estates,370977.13866495894,6.829468546437445,-1.4687037808262526,393230.26812003856,-5.65905812934181,0.0,0.0,0.0,0.0,0,1974.496128065846,741.954277329918,154.57380777706624,309.14761555413247,3180.1718287269623,200,300,75,0.0,575.0,3755.1718287269623,-3755.1718287269623,-45062.06194472355,-60.734284202645306,2411.351401322233,2218.4432892164546,-961.7285395105077,-11540.742474126093,-15.55451976860075,(85324.74189294057+0j),(-225310.30972361774+0j),(69627.32863547443+0j),(17416.368024550262+0j),(-138266.61306359305+0j),(-162.04750227909295+0j),(-26.4635762431531+53.42733921677302j),85324.74189294057,-62508.38382175937,69627.32863547443,17416.368024550262,24535.312838265323,28.755214834462073,5.184795169549483,dallas,"Dallas Metro, TX",TX,True
McKeller,273430.6161642337,6.243001202517817,-2.1935450045299842,304395.4184806213,-10.172558598597604,0.0,0.0,0.0,0.0,0,1455.3125695395677,546.8612323284674,113.92942340176404,227.85884680352808,2343.9620720733274,200,300,75,0.0,575.0,2918.9620720733274,-2918.9620720733274,-35027.54486487993,-64.05198027246689,2187.4449293138696,2012.44933496876,-331.51273710456735,-3978.152845254808,-7.274519768600758,(62889.041717773754+0j),(-175137.72432439963+0j),(51319.18219861359+0j),(12836.82400870716+0j),(-110981.71811707888+0j),(-176.4722678000564+0j),(-23.32417835947822+55.70824529159285j),62889.041717773754,-21546.95900288181,51319.18219861359,12836.82400870716,42609.047204438946,67.75273726646202,10.900606966770109,dallas,"Dallas Metro, TX",TX,True
Lakeside,320159.98762827535,8.494128129409152,-3.2951083960972904,365279.8411114979,-12.352133461821724,0.0,0.0,0.0,0.0,0,1704.0259090050222,640.3199752565507,133.39999484511472,266.79998969022944,2744.5458687969167,200,300,75,0.0,575.0,3319.5458687969167,-3319.5458687969167,-39834.550425563,-62.21038225397058,2081.03991958379,1914.5567260170867,-829.98914277983,-9959.869713357959,-15.554519768600747,(73636.79715450334+0j),(-199172.752127815+0j),(60089.645293900045+0j),(15030.640948215907+0j),(-124052.46588569906+0j),(-168.46531989355066+0j),(-25.001638928463976+54.48949884917263j),73636.79715450334,-53945.86702312145,60089.645293900045,15030.640948215907,21174.419218994502,28.75521483446209,5.184795169549483,dallas,"Dallas Metro, TX",TX,True
Collin Square,301805.0166904416,5.5791374966664975,-2.184837973952636,332724.03660113027,-9.292691993802183,0.0,0.0,0.0,0.0,0,1606.3330452939647,603.6100333808832,125.752090287684,251.504180575368,2587.1993495379,200,300,75,0.0,575.0,3162.1993495379,-3162.1993495379,-37946.392194454806,-62.86574128318093,1961.7326084878703,1804.7939998088407,-782.4053497290595,-9388.864196748713,-15.55451976860076,(69415.15383880156+0j),(-189731.960972274+0j),(56644.668608322274+0j),(14168.92496732375+0j),(-118918.36739662799+0j),(-171.31470697707394+0j),(-24.38752307090676+54.935680136810426j),69415.15383880156,-50853.116961626336,56644.668608322274,14168.92496732375,19960.476614019688,28.755214834462006,5.184795169549461,dallas,"Dallas Metro, TX",TX,True
Stone Gate,664085.4061257417,4.156619239096315,1.6808201775397436,655783.4021467883,1.265967383708655,0.0,0.0,0.0,0.0,0,3534.541421660293,1328.1708122514833,276.7022525523924,553.4045051047848,5692.818991568954,200,300,75,0.0,575.0,6267.818991568954,-6267.818991568954,-75213.82789882744,-56.629634686314745,3851.695355529301,3543.559727086957,-2149.2592644819965,-25791.11117378396,-19.41851976860076,(152739.6434089206+0j),(-376069.1394941372+0j),(124639.73650974478+0j),(31177.004260805435+0j),(-220252.398723587+0j),(-144.2012000341775+0j),(-31.286122447248886+49.923554306226606j),152739.6434089206,-139692.97729803415,124639.73650974478,31177.004260805435,16123.76347251606,10.556371032862035,2.0273848309220854,dallas,"Dallas Metro, TX",TX,True
Knolls of Breckinridge,689216.4108000365,3.5347258560417982,0.8142421999003391,694771.967934953,-0.7996230981265895,0.0,0.0,0.0,0.0,0,3668.2991825896374,1378.432821600073,287.1735045000152,574.3470090000304,5908.252517689756,200,300,75,0.0,575.0,6483.252517689756,-6483.252517689756,-77799.03021227708,-56.44020440689205,3997.4551826402117,3677.658768028995,-2230.593749660761,-26767.124995929134,-19.418519768600753,(158519.7744840084+0j),(-388995.1510613854+0j),(129356.48193425743+0j),(32356.836602521536+0j),(-227281.83252460643+0j),(-143.37759012364404+0j),(-31.544124562120235+49.73610479745725j),158519.7744840084,-144979.3829817909,129356.48193425743,32356.836602521536,16733.93555498807,10.556371032862025,2.0273848309220854,dallas,"Dallas Metro, TX",TX,True
Fernwood United Neighbors,247934.838605536,5.166022713885443,-1.6484888546631105,260952.51984992228,-4.988524828912533,0.0,0.0,0.0,0.0,0,1319.6133341288878,495.86967721107203,103.30618275230667,206.61236550461334,2125.40155959688,200,300,75,0.0,575.0,2700.40155959688,-2700.40155959688,-32404.81871516256,-65.3494662093829,1983.4787088442881,1824.800412136745,-300.6011474601348,-3607.213769521618,-7.274519768600753,(57025.01287927329+0j),(-162024.09357581282+0j),(46533.97389902713+0j),(11639.86657183562+0j),(-103850.25310495007+0j),(-182.11351100403908+0j),(-22.224901644110318+56.50691657535367j),57025.01287927329,-19537.83331860258,46533.97389902713,11639.86657183562,38636.007152260165,67.75273726646202,10.900606966770109,dallas,"Dallas Metro, TX",TX,True
Nob Hill,431085.721017652,4.450106183229452,0.30940064816598056,434839.9617445611,-0.8633614794388289,0.0,0.0,0.0,0.0,0,2294.4192466332865,862.171442035304,179.61905042402168,359.23810084804336,3695.4478399406557,200,300,75,0.0,575.0,4270.447839940656,-4270.447839940656,-51245.374079287874,-59.43756842411104,2802.057186614738,2577.892611685559,-1117.5552282550966,-13410.66273906116,-15.554519768600757,(99149.71583405997+0j),(-256226.87039643936+0j),(80908.88639492233+0j),(20238.3025390486+0j),(-155079.68146246843+0j),(-156.40960758981356+0j),(-27.85134152031453+52.4190687240261j),99149.71583405997,-72636.47513812836,80908.88639492233,20238.3025390486,28510.713795842574,28.755214834462045,5.184795169549483,dallas,"Dallas Metro, TX",TX,True
Estates in High Country,974152.402701874,7.223306866068802,4.928887031622509,873118.8844063961,11.57156489223885,0.0,0.0,0.0,0.0,0,5184.84819361882,1948.304805403748,405.8968344591142,811.7936689182284,8350.84350239991,200,300,75,0.0,575.0,8925.84350239991,-8925.84350239991,-107110.12202879891,-54.976060076288945,5357.838214860307,4929.211157671482,-3421.6323447284276,-41059.588136741135,-21.07451976860075,(224055.05262143104+0j),(-535550.6101439946+0j),(182835.06560014118+0j),(45733.80672057648+0j),(-306981.7378232769+0j),(-137.01174520797835+0j),(-33.68289530033716+48.182196898489245j),224055.05262143104,-222391.97352933942,182835.06560014118,45733.80672057648,6176.898791378248,2.7568665464620823,0.5453917322971957,dallas,"Dallas Metro, TX",TX,True
Forest Crest,253362.0161447028,5.150239463795581,-0.8876463216967667,261421.91966604887,-3.0831016510176834,0.0,0.0,0.0,0.0,0,1348.4990521975926,506.7240322894056,105.5675067269595,211.135013453919,2171.9256046678765,200,300,75,0.0,575.0,2746.9256046678765,-2746.9256046678765,-32963.10725601452,-65.05139909604343,2026.8961291576225,1864.7444388250128,-307.1811658428637,-3686.1739901143646,-7.274519768600748,(58273.263713281645+0j),(-164815.53628007259+0j),(47552.58080144302+0j),(11894.6578015509+0j),(-105368.29767707866+0j),(-180.81756703299789+0j),(-22.471961004022724+56.327417443435536j),58273.263713281645,-19965.50734274165,47552.58080144302,11894.6578015509,39481.73126025227,67.75273726646203,10.900606966770109,dallas,"Dallas Metro, TX",TX,True
Wood Glen,321538.37712418585,4.631450678465843,-1.0999118728185375,336470.61242203024,-4.437901779997089,0.0,0.0,0.0,0.0,0,1711.3622767726863,643.0767542483717,133.9743238017441,267.9486476034882,2756.36200242629,200,300,75,0.0,575.0,3331.36200242629,-3331.36200242629,-39976.344029115484,-62.16418765725694,2089.999451307208,1922.7994952026313,-833.5625072236587,-10002.750086683904,-15.55451976860075,(73953.82673856276+0j),(-199881.72014557742+0j),(60348.350126129924+0j),(15095.352587397618+0j),(-124438.01743204988+0j),(-168.2644738208827+0j),(-25.045692860637093+54.457491793923j),73953.82673856276,-54178.12095654799,60348.350126129924,15095.352587397618,21265.581756979554,28.755214834462045,5.184795169549483,dallas,"Dallas Metro, TX",TX,True
Beverly Park,332382.5715472947,6.285633853423556,-2.083940143345542,362407.0226231453,-8.284732138613116,0.0,0.0,0.0,0.0,0,1769.0796336359062,664.7651430945893,138.49273814470612,276.98547628941225,2849.322991164614,200,300,75,0.0,575.0,3424.322991164614,-3424.322991164614,-41091.87589397537,-61.81412536566828,2160.4867150574155,1987.6477778528224,-861.6752133117916,-10340.1025597415,-15.554519768600752,(76447.99145587778+0j),(-205459.37946987685+0j),(62383.656915119675+0j),(15604.458031690796+0j),(-127471.26452306638+0j),(-166.7424638574538+0j),(-25.382947172415548+54.212462193662766j),76447.99145587778,-56005.33076704164,62383.656915119675,15604.458031690796,21982.78417976883,28.755214834462027,5.184795169549483,dallas,"Dallas Metro, TX",TX,True
Owens Park,428614.777794227,4.428090160514175,0.03376495117450862,438676.4559630517,-2.2936444461637895,0.0,0.0,0.0,0.0,0,2281.2678490973603,857.229555588454,178.5894907475946,357.1789814951892,3674.265876928598,200,300,75,0.0,575.0,4249.265876928598,-4249.265876928598,-50991.190523143174,-59.483705608050045,2785.9960556624756,2563.1163712094776,-1111.1495057191205,-13333.794068629446,-15.554519768600752,(98581.39889267222+0j),(-254955.95261571585+0j),(80445.12418985448+0j),(20122.298472863273+0j),(-154388.5299529981+0j),(-156.61020404172226+0j),(-27.80010123386748+52.45629697127705j),98581.39889267222,-72220.12962431186,80445.12418985448,20122.298472863273,28347.2930384059,28.755214834462063,5.184795169549483,dallas,"Dallas Metro, TX",TX,True
Villages of White Rock Creek,582290.8199097539,5.576209178381508,-0.6772465732567512,624445.4996216317,-6.750738012752189,0.0,0.0,0.0,0.0,0,3099.1962832471295,1164.5816398195077,242.62117496239742,485.24234992479484,4991.64144795383,200,300,75,0.0,575.0,5566.64144795383,-5566.64144795383,-66799.69737544596,-57.35939421627742,3377.286755476572,3107.1038150384466,-1884.5376329153833,-22614.4515949846,-19.418519768600756,(133926.8885792434+0j),(-333998.4868772298+0j),(109288.01280095126+0j),(27336.970826184493+0j),(-197373.50325009407+0j),(-147.3740675557544+0j),(-30.3267964684134+50.62054542807096j),133926.8885792434,-122487.16435594307,109288.01280095126,27336.970826184493,14137.819271192682,10.55637103286205,2.0273848309220854,dallas,"Dallas Metro, TX",TX,True
Carrington Village,450145.7441494777,5.754363512250271,-1.7094894607983302,487846.3656325157,-7.727970143665496,0.0,0.0,0.0,0.0,0,2395.8646942154987,900.2914882989554,187.56072672894905,375.1214534578981,3858.8383627013013,200,300,75,0.0,575.0,4433.838362701301,-4433.838362701301,-53206.06035241561,-59.09870419073398,2925.9473369716047,2691.8715500138765,-1166.9668126874249,-14003.601752249098,-15.554519768600757,(103533.52115437987+0j),(-266030.3017620781+0j),(84486.1917220786+0j),(21133.118803508813+0j),(-160410.99123649066+0j),(-154.93628483600034+0j),(-28.232221743538567+52.142343043777664j),103533.52115437987,-75848.02409196232,84486.1917220786,21133.118803508813,29771.286433625093,28.755214834462002,5.184795169549461,dallas,"Dallas Metro, TX",TX,True
Morningside,372311.3019823955,5.802375639115787,-0.08013588643359659,381388.0971374985,-2.3799366637891173,0.0,0.0,0.0,0.0,0,1981.5971055383827,744.622603964791,155.12970915933147,310.25941831866294,3191.608836981168,200,300,75,0.0,575.0,3766.608836981168,-3766.608836981168,-45199.30604377402,-60.70095885231982,2420.023462885571,2226.4215858547254,-965.1872511264428,-11582.247013517313,-15.554519768600755,(85631.59945595097+0j),(-225996.5302188701+0j),(69877.7328196537+0j),(17479.003364897508+0j),(-138639.79403431888+0j),(-161.90260945159082+0j),(-26.497952701296345+53.40236325796975j),85631.59945595097,-62733.18579480646,69877.7328196537,17479.003364897508,24623.55038974475,28.755214834462063,5.184795169549483,dallas,"Dallas Metro, TX",TX,True
Braddock Place,638705.2335315831,8.815469955430167,1.3859732612087061,640830.3981116671,-0.3316266809980095,0.0,0.0,0.0,0.0,0,3399.457484420517,1277.4104670631662,266.12718063815964,532.2543612763193,5475.2494933981625,200,300,75,0.0,575.0,6050.2494933981625,-6050.2494933981625,-72602.99392077795,-56.83607250197037,3704.490354483182,3408.1311261245273,-2067.118367273635,-24805.420407283622,-19.41851976860076,(146902.20371226413+0j),(-363014.96960388974+0j),(119876.22567886708+0j),(29985.474162705068+0j),(-213153.2697623176+0j),(-145.09875575441927+0j),(-31.0092991795343+50.124678182962676j),146902.20371226413,-134354.1581622547,119876.22567886708,29985.474162705068,15507.541679317452,10.556371032862051,2.0273848309220854,dallas,"Dallas Metro, TX",TX,True
Legacy Hills,546476.9144025837,4.381385907150559,-0.576220336264055,572717.8999235037,-4.581834359363479,0.0,0.0,0.0,0.0,0,2908.5796376788758,1092.9538288051674,227.6987143344099,455.3974286688198,4684.629609487272,200,300,75,0.0,575.0,5259.629609487272,-5259.629609487272,-63115.55531384727,-57.747686727852056,3169.5661035349854,2916.000815252187,-1768.6287942350855,-21223.545530821026,-19.41851976860075,(125689.69031259426+0j),(-315577.77656923636+0j),(102566.23318552424+0j),(25655.605335701664+0j),(-187355.93804801046+0j),(-149.0622958669484+0j),(-29.8371505903097+50.97629398217583j),125689.69031259426,-114953.5684617731,102566.23318552424,25655.605335701664,13268.2700594528,10.556371032862113,2.0273848309221076,dallas,"Dallas Metro, TX",TX,True
Preston Hollow,608873.2893652002,6.938925616528646,0.0067770424659885364,629032.1448782332,-3.204741709493286,226.0,412.49308757770757,3.0,8.5921426472029,18,3240.6793493009923,1217.7465787304004,253.69720390216676,507.3944078043335,5219.517539737893,200,300,75,12.374792627331226,587.3747926273312,5806.892332365223,-5394.399244787516,-64732.79093745019,-53.157850794324844,3531.465078318161,3248.947872052708,-1970.5696676851844,-23646.836012222215,-19.418519768600753,(140040.85655399604+0j),(-323663.95468725095+0j),(114277.17828801484+0j),(28584.94549304276+0j),(-180801.83090619335+0j),(-129.1064874603084+0j),(-36.79439331979837+45.92156126154622j),140040.85655399604,-128078.89136561964,114277.17828801484,28584.94549304276,14783.23241543796,10.556371032862069,2.0273848309220854,dallas,"Dallas Metro, TX",TX,True
Parker Estates,364594.8614488843,6.925927188286729,-1.2602686563093712,381566.8941595945,-4.447983556878354,0.0,0.0,0.0,0.0,0,1940.5269684116083,729.1897228977687,151.9145256037018,303.8290512074036,3125.4602681204824,200,300,75,0.0,575.0,3700.4602681204824,-3700.4602681204824,-44405.52321744579,-60.897077705621186,2369.8665994177477,2180.277271464328,-945.1829966561545,-11342.195959873854,-15.55451976860076,(83856.81813324339+0j),(-222027.61608722896+0j),(68429.46260317514+0j),(17116.737461788696+0j),(-136481.41602226513+0j),(-162.75530011811853+0j),(-26.296565368003844+53.548679720208355j),83856.81813324339,-61432.991857405614,68429.46260317514,17116.737461788696,24113.208207558222,28.755214834462002,5.184795169549461,dallas,"Dallas Metro, TX",TX,True
Orchard Hill,313473.5835947091,4.7014411500284625,-1.5431699299588653,332704.2537415202,-5.780109490800656,0.0,0.0,0.0,0.0,0,1668.4380587065598,626.9471671894182,130.61399316446213,261.22798632892426,2687.227205389364,200,300,75,0.0,575.0,3262.227205389364,-3262.227205389364,-39146.72646467236,-62.4402318303243,2037.5782933656092,1874.5720298963606,-812.6551754930033,-9751.86210591604,-15.554519768600741,(72098.9242267831+0j),(-195733.63232336182+0j),(58834.69882277766+0j),(14716.732458252052+0j),(-122182.2010423321+0j),(-169.46466587769726+0j),(-24.78396519463606+54.64764807402833j),72098.9242267831,-52819.230726282156,58834.69882277766,14716.732458252052,20732.200554747556,28.755214834462144,5.184795169549483,dallas,"Dallas Metro, TX",TX,True
McKinney Heights,344956.12868203176,5.261980035325076,-2.388037846404034,378644.2034429644,-8.897026404897046,0.0,0.0,0.0,0.0,0,1836.001385116055,689.9122573640635,143.7317202841799,287.4634405683598,2957.108803332658,200,300,75,0.0,575.0,3532.108803332658,-3532.108803332658,-42385.3056399919,-61.435791562731104,2242.2148364332065,2062.8376495185503,-894.271153814108,-10731.253845769295,-15.55451976860075,(79339.9095968673+0j),(-211926.5281999595+0j),(64743.54140257841+0j),(16194.752353395801+0j),(-130988.23444398527+0j),(-165.09753427946592+0j),(-25.754428870868786+53.94256494136083j),79339.9095968673,-58123.932301927,64743.54140257841,16194.752353395801,22814.36145404721,28.755214834462105,5.184795169549483,dallas,"Dallas Metro, TX",TX,True
Somerton Village,365451.2882114931,6.590279011170042,-2.066118933169725,398453.7339461625,-8.282629304994426,0.0,0.0,0.0,0.0,0,1945.0852313084233,730.9025764229863,152.27137008812213,304.54274017624425,3132.8019179957764,200,300,75,0.0,575.0,3707.8019179957764,-3707.8019179957764,-44493.62301594931,-60.87490241681686,2375.4333733747053,2185.398703504729,-947.4032144910475,-11368.83857389257,-15.55451976860076,(84053.79628864343+0j),(-222468.11507974658+0j),(68590.2021783063+0j),(17156.94436978671+0j),(-136720.96853165358+0j),(-162.6588858189693+0j),(-26.3192261981851+53.53221566336176j),84053.79628864343,-61577.29684877256,68590.2021783063,17156.94436978671,24169.849699320446,28.755214834461977,5.184795169549461,dallas,"Dallas Metro, TX",TX,True
